DATE,CPI,NC_UNEMP,Unrate
2008-11-01,213.153,4110.4,6.8
2008-12-01,211.398,4087.5,7.3
2009-01-01,211.933,3945.4,7.8
2009-02-01,212.705,3933.8,8.3
2009-03-01,212.495,3927.1,8.7
2009-04-01,212.709,3919.6,9.0
2009-05-01,213.022,3934.8,9.4
2009-06-01,214.79,3907.8,9.5
2009-07-01,214.726,3816.6,9.5
2009-08-01,215.445,3877.4,9.6
2009-09-01,215.861,3900.7,9.8
2009-10-01,216.509,3887.7,10.0
2009-11-01,217.234,3891.2,9.9
2009-12-01,217.347,3880.4,9.9
2010-01-01,217.488,3790.0,9.8
2010-02-01,217.281,3795.3,9.8
2010-03-01,217.353,3831.1,9.9
2010-04-01,217.403,3864.6,9.9
2010-05-01,217.29,3905.4,9.6
2010-06-01,217.199,3884.5,9.4
2010-07-01,217.605,3808.3,9.4
2010-08-01,217.923,3875.1,9.5
2010-09-01,218.275,3891.2,9.5
2010-10-01,219.035,3919.4,9.4
2010-11-01,219.59,3929.1,9.8
2010-12-01,220.472,3918.9,9.3
2011-01-01,221.187,3824.5,9.1
2011-02-01,221.898,3859.6,9.0
2011-03-01,223.046,3889.5,9.0
2011-04-01,224.093,3921.2,9.1
2011-05-01,224.806,3941.0,9.0
2011-06-01,224.806,3926.8,9.1
2011-07-01,225.395,3851.2,9.0
2011-08-01,226.106,3923.9,9.0
2011-09-01,226.597,3944.5,9.0
2011-10-01,226.75,3958.4,8.8
2011-11-01,227.169,3973.3,8.6
2011-12-01,227.223,3968.0,8.5
2012-01-01,227.842,3898.0,8.3
2012-02-01,228.329,3922.3,8.3
2012-03-01,228.807,3955.7,8.2
2012-04-01,229.187,3981.5,8.2
2012-05-01,228.713,4013.7,8.2
2012-06-01,228.524,3987.2,8.2
2012-07-01,228.59,3909.6,8.2
2012-08-01,229.918,3993.0,8.1
2012-09-01,231.015,4016.5,7.8
2012-10-01,231.638,4037.7,7.8
2012-11-01,231.249,4056.7,7.7
2012-12-01,231.221,4052.4,7.9
2013-01-01,231.679,3964.0,8.0
2013-02-01,232.937,3993.7,7.7
2013-03-01,232.282,4022.9,7.5
2013-04-01,231.797,4049.9,7.6
2013-05-01,231.893,4076.8,7.5
2013-06-01,232.445,4056.1,7.5
2013-07-01,232.9,3983.3,7.3
2013-08-01,233.456,4064.3,7.2
2013-09-01,233.544,4090.8,7.2
2013-10-01,233.669,4115.0,7.2
2013-11-01,234.1,4131.5,6.9
2013-12-01,234.719,4130.4,6.7
2014-01-01,235.347,4039.7,6.6
2014-02-01,235.522,4040.2,6.7
2014-03-01,235.956,4088.0,6.7
2014-04-01,236.463,4131.4,6.3
2014-05-01,236.867,4166.8,6.3
2014-06-01,237.188,4151.7,6.1
2014-07-01,237.485,4076.1,6.2
2014-08-01,237.439,4152.2,6.2
2014-09-01,237.452,4172.1,5.9
2014-10-01,237.447,4207.0,5.7
2014-11-01,237.042,4223.4,5.8
2014-12-01,236.27,4226.7,5.6
2015-01-01,234.836,4141.5,5.7
2015-02-01,235.274,4164.7,5.5
2015-03-01,235.956,4183.7,5.5
2015-04-01,236.165,4221.0,5.4
2015-05-01,236.952,4260.6,5.5
2015-06-01,237.618,4251.4,5.3
2015-07-01,237.993,4178.8,5.2
2015-08-01,237.989,4246.5,5.1
2015-09-01,237.467,4271.9,5.0
2015-10-01,237.764,4309.3,5.0
2015-11-01,238.072,4325.0,5.0
2015-12-01,237.827,4330.2,5.0
2016-01-01,237.99,4239.7,4.9
2016-02-01,237.532,4265.1,4.9
2016-03-01,238.022,4297.5,5.0
2016-04-01,238.843,4337.8,5.0
2016-05-01,239.439,4364.2,4.7
2016-06-01,240.074,4358.6,4.9
2016-07-01,240.058,4290.3,4.9
2016-08-01,240.569,4350.2,4.9
2016-09-01,241.017,4374.0,5.0
2016-10-01,241.667,4389.8,4.9
2016-11-01,242.081,4416.0,4.6
2016-12-01,242.784,4409.2,4.7
2017-01-01,244.028,4319.9,4.8
2017-02-01,244.102,4355.7,4.7
2017-03-01,243.717,4376.8,4.5
2017-04-01,244.087,4402.3,4.4
2017-05-01,243.911,4436.0,4.3
2017-06-01,244.032,4437.3,4.3
2017-07-01,244.236,4362.1,4.3
2017-08-01,245.262,4425.1,4.4
2017-09-01,246.392,4433.5,4.2
2017-10-01,246.583,4465.4,4.1
2017-11-01,247.411,4480.5,4.1
2017-12-01,247.91,4484.6,4.1
2018-01-01,249.245,4396.3,4.1
2018-02-01,249.619,4428.8,4.1
2018-03-01,249.462,4459.3,4.1
2018-04-01,250.013,4482.2,3.9
2018-05-01,250.535,4534.1,3.8
2018-06-01,250.857,4539.7,4.0
2018-07-01,251.286,4473.1,3.9
